,Year,state,Money spent on C and J (Billion),Population,Revenue,Money spent by tax payers
497,2009,Idaho,15000000.0,1554439.0,123500000.0,964.978362
498,2010,Idaho,15100000.0,1570819.0,121700000.0,961.2819809
499,2011,Idaho,14900000.0,1584272.0,128400000.0,940.4950665
500,2012,Idaho,15600000.0,1595910.0,135100000.0,977.4987311
501,2013,Idaho,15800000.0,1612053.0,150000000.0,980.1166587
502,2014,Idaho,15900000.0,1632248.0,158900000.0,974.1166783
503,2015,Idaho,16500000.0,1652495.0,171400000.0,998.4901618
504,2016,Idaho,17800000.0,1684036.0,176100000.0,1056.98453
505,2017,Idaho,16800000.0,1719745.0,64100000.0,976.8890155
510,1983,Illinois,31900000.0,11408818.0,453100000.0,279.6082819
511,1984,Illinois,35400000.0,11412132.0,502299999.99999994,310.1962017
512,1985,Illinois,37600000.0,11399806.0,541400000.0,329.8301743
513,1986,Illinois,40199999.99999999,11387257.0,564200000.0,353.0261941
514,1987,Illinois,41300000.0,11391178.0,620700000.0,362.5612733
515,1988,Illinois,48200000.0,11390183.0,665800000.0,423.1714275
516,1989,Illinois,48700000.0,11409782.0,714100000.0,426.8267352
517,1990,Illinois,52800000.0,11446979.0,750900000.0,461.2570705
518,1991,Illinois,58700000.0,11535973.0,768500000.0,508.8430772
519,1992,Illinois,63700000.0,11635197.0,797099999.9999999,547.4767638
520,1993,Illinois,66300000.0,11725984.0,852800000.0,565.4109711
521,1994,Illinois,73600000.0,11804986.0,925300000.0,623.465373
522,1995,Illinois,79200000.0,11884935.0,990600000.0,666.3898456
523,1996,Illinois,85300000.0,11953003.0,1059100000.0,713.6281987
524,1997,Illinois,89900000.0,12011509.0,1135500000.0,748.4488419
525,1998,Illinois,100200000.0,12069774.0,1218400000.0,830.1729593
526,1999,Illinois,105000000.0,12128370.0,1279900000.0,865.7387596
527,2000,Illinois,112600000.0,12434161.0,1380600000.0,905.5697445
529,2002,Illinois,124700000.0,12525556.0,1298700000.0,995.5645881
531,2004,Illinois,133500000.0,12589773.0,1326500000.0,1060.384488
532,2005,Illinois,125900000.0,12609903.0,1477000000.0,998.4216373
533,2006,Illinois,132400000.0,12643955.0,1620500000.0,1047.140709
534,2007,Illinois,141100000.0,12695866.0,1737100000.0,1111.385391
535,2008,Illinois,148000000.0,12747038.0,1724700000.0,1161.054043
536,2009,Illinois,154900000.0,12796778.0,1499300000.0,1210.460946
537,2010,Illinois,154400000.0,12840545.0,1498899999.9999998,1202.441174
538,2011,Illinois,159500000.0,12867783.0,1597900000.0,1239.529762
539,2012,Illinois,155900000.0,12883029.0,1736699999.9999998,1210.119142
540,2013,Illinois,167100000.0,12895778.0,1917500000.0,1295.772927
541,2014,Illinois,169200000.00000003,12885092.0,2017700000.0,1313.145455
542,2015,Illinois,169200000.00000003,12859585.0,2107300000.0,1315.750081
543,2016,Illinois,162900000.0,12821709.0,2090700000.0,1270.50146
544,2017,Illinois,155100000.0,12779893.0,742200000.0,1213.625184
549,1983,Indiana,10100000.0,5450395.0,170799999.99999997,185.3076704
550,1984,Indiana,10600000.0,5458322.0,193299999.99999997,194.1988765
551,1985,Indiana,11299999.999999998,5459211.0,209800000.0,206.9896181
552,1986,Indiana,12000000.0,5454108.0,217600000.00000003,220.0176454
553,1987,Indiana,12800000.0,5473012.0,237900000.0,233.8748755
554,1988,Indiana,13799999.999999998,5491735.0,255200000.0,251.2867063
555,1989,Indiana,15000000.0,5523693.0,280200000.0,271.5574526
556,1990,Indiana,17500000.0,5555097.0,291200000.0,315.0260022
557,1991,Indiana,18600000.0,5602062.0,306200000.0,332.0206024
558,1992,Indiana,20500000.0,5648649.0,323400000.00000006,362.9186377
559,1993,Indiana,22000000.0,5701965.0,344400000.0,385.8319018
560,1994,Indiana,23400000.0,5745626.0,381900000.0,407.2663275
561,1995,Indiana,24900000.000000004,5791819.0,403900000.0,429.9167498
562,1996,Indiana,26900000.0,5834908.0,422400000.0,461.0184085
563,1997,Indiana,31200000.0,5872370.0,460500000.0,531.3016721
564,1998,Indiana,33800000.0,5907617.0,485600000.0,572.14271
565,1999,Indiana,37300000.0,5942901.0,505700000.0,627.6395989
566,2000,Indiana,40700000.0,6091866.0,535500000.0,668.1039931
568,2002,Indiana,47500000.0,6155967.0,510600000.0,771.6090746
570,2004,Indiana,51100000.0,6233007.0,527299999.99999994,819.8290167
571,2005,Indiana,50500000.0,6278616.0,599200000.0,804.3173846
572,2006,Indiana,53800000.0,6332669.0,638000000.0,849.5627989
573,2007,Indiana,55900000.0,6379599.0,653100000.0,876.230622
574,2008,Indiana,58099999.99999999,6424806.0,659300000.0000001,904.3074608
575,2009,Indiana,62200000.0,6459325.0,594700000.0,962.9489149
576,2010,Indiana,58700000.0,6490555.0,589100000.0,904.3910729
577,2011,Indiana,57000000.0,6517250.0,607800000.0,874.6020177
578,2012,Indiana,55000000.0,6538989.0,644100000.0,841.1086179
579,2013,Indiana,56200000.0,6570575.0,700300000.0,855.328491
580,2014,Indiana,57699999.99999999,6596019.0,728199999.9999999,874.7700696
581,2015,Indiana,59700000.0,6611442.0,768700000.0,902.9800156
582,2016,Indiana,64400000.00000001,6637898.0,771300000.0,970.1866464
583,2017,Indiana,54900000.0,6662068.0,260000000.0,824.0684424
588,1983,Iowa,6500000.0,2870543.0,96400000.0,227.9568709
589,1984,Iowa,6700000.0,2858618.0,103400000.0,234.4804377
590,1985,Iowa,7200000.0,2829684.0,107500000.0,254.4913142
591,1986,Iowa,7500000.0,2791970.0,110300000.0,267.8467176
592,1987,Iowa,8500000.0,2767011.0,121100000.0,307.2665775
593,1988,Iowa,8800000.0,2768388.0,129200000.0,319.0195883
594,1989,Iowa,9500000.0,2770592.0,139400000.0,341.8800025
595,1990,Iowa,11800000.0,2779769.0,146100000.0,424.4957045
596,1991,Iowa,11700000.0,2791227.0,151800000.0,419.1704938
597,1992,Iowa,12500000.0,2806923.0,158000000.0,445.3274992
598,1993,Iowa,13000000.0,2820525.0,167900000.0,460.9071006
599,1994,Iowa,13600000.000000002,2829422.0,181000000.0,480.6635419
600,1995,Iowa,15100000.0,2840860.0,193900000.0,531.5291848
601,1996,Iowa,15300000.0,2848473.0,201000000.0,537.1298938
602,1997,Iowa,16000000.0,2854396.0,214600000.0,560.5389021
603,1998,Iowa,16900000.0,2861025.0,227399999.99999997,590.6973899
604,1999,Iowa,19000000.0,2869413.0,235100000.00000003,662.1563365
605,2000,Iowa,20200000.0,2929067.0,248000000.0,689.6393971
607,2002,Iowa,23000000.0,2934234.0,237399999.99999997,783.8502314
609,2004,Iowa,23000000.0,2953635.0,247900000.0,778.7014983
610,2005,Iowa,23600000.0,2964454.0,274800000.0,796.0993829
611,2006,Iowa,24900000.000000004,2982644.0,298900000.0,834.8297685
612,2007,Iowa,24100000.0,2999212.0,320000000.0,803.5443977
613,2008,Iowa,26100000.0,3016734.0,327600000.0,865.1740591
614,2009,Iowa,29200000.0,3032870.0,300500000.0,962.7844253
615,2010,Iowa,26200000.0,3050819.0,303200000.0,858.7857883
616,2011,Iowa,25900000.0,3066772.0,322900000.0,844.5362094
617,2012,Iowa,28400000.0,3076844.0,346900000.0,923.0237217
618,2013,Iowa,26800000.0,3093935.0,377200000.0,866.2108286
619,2014,Iowa,25299999.999999996,3110643.0,390400000.0,813.3366638
620,2015,Iowa,27300000.0,3122541.0,410300000.0,874.2879597
621,2016,Iowa,28000000.0,3133210.0,415700000.0,893.6521969
622,2017,Iowa,24200000.0,3143734.0,157100000.0,769.7852299
627,1983,Kansas,5400000.0,2415531.0,88300000.0,222.0174363
628,1984,Kansas,5800000.0,2424086.0,96000000.0,237.2275571
629,1985,Kansas,6300000.0,2427405.0,103699999.99999999,259.8124334
630,1986,Kansas,6800000.000000001,2432619.0,105700000.0,279.0737062
631,1987,Kansas,7500000.0,2445367.0,115600000.0,305.5165135
632,1988,Kansas,7500000.0,2461996.0,124000000.0,304.9558163
633,1989,Kansas,8800000.0,2472849.0,132300000.0,354.1461691
634,1990,Kansas,10000000.0,2480683.0,138800000.0,403.1147873
635,1991,Kansas,10700000.0,2495209.0,144900000.0,428.8217941
636,1992,Kansas,11100000.000000002,2526042.0,150000000.0,439.4226224
637,1993,Kansas,11700000.0,2547605.0,160400000.0,459.2548688
638,1994,Kansas,12500000.0,2569118.0,174300000.0,486.5483018
639,1995,Kansas,13500000.0,2586942.0,183400000.0,521.8516689
640,1996,Kansas,13899999.999999998,2598266.0,195700000.0,534.9721699
641,1997,Kansas,14500000.0,2616339.0,210500000.0,554.2095271
642,1998,Kansas,15900000.0,2638667.0,226800000.0,602.576983
643,1999,Kansas,17000000.0,2654052.0,232000000.0,640.5300273
644,2000,Kansas,17500000.0,2693681.0,246900000.0,649.6686133
646,2002,Kansas,21100000.0,2713535.0,235700000.0,777.5834843
648,2004,Kansas,26000000.0,2734373.0,247800000.0,950.8578383
649,2005,Kansas,23100000.0,2745299.0,271400000.0,841.4384007
650,2006,Kansas,23700000.0,2762931.0,304500000.0,857.7847221
651,2007,Kansas,24100000.0,2783785.0,328700000.0,865.7277771
652,2008,Kansas,26300000.0,2808076.0,337200000.0,936.5843375
653,2009,Kansas,28000000.0,2832704.0,298900000.0,988.4548474
654,2010,Kansas,27400000.000000004,2858266.0,298200000.0,958.6231652
655,2011,Kansas,27000000.0,2869677.0,312900000.0,940.8724397
656,2012,Kansas,26400000.0,2886024.0,333400000.00000006,914.7533077
657,2013,Kansas,27300000.0,2894306.0,365200000.00000006,943.2312962
658,2014,Kansas,26800000.0,2901861.0,380900000.00000006,923.5452697
659,2015,Kansas,27900000.0,2910717.0,391800000.0,958.5267135
660,2016,Kansas,29100000.0,2912977.0,388500000.0,998.9780215
661,2017,Kansas,27700000.0,2910892.0,136400000.0,951.5983417
666,1983,Kentucky,7200000.0,3694484.0,100399999.99999999,195.4102386
667,1984,Kentucky,8000000.0,3695453.0,109600000.00000001,216.8638053
668,1985,Kentucky,8199999.999999999,3694826.0,118300000.0,220.7952418
669,1986,Kentucky,9000000.0,3687809.0,123200000.0,243.6785636
670,1987,Kentucky,9600000.0,3683329.0,135700000.0,260.6147862
671,1988,Kentucky,10300000.0,3679999.0,143600000.0,279.8913804
672,1989,Kentucky,11299999.999999998,3677306.0,157400000.0,307.2901738
673,1990,Kentucky,12000000.0,3692584.0,165600000.0,324.975681
674,1991,Kentucky,15300000.0,3714686.0,179300000.0,411.8786891
675,1992,Kentucky,17300000.0,3756358.0,186400000.0,460.552482
676,1993,Kentucky,17200000.0,3792288.0,198400000.0,453.5520509
677,1994,Kentucky,16200000.000000002,3823215.0,215500000.0,423.7271511
678,1995,Kentucky,17800000.0,3855248.0,231900000.0,461.7083
679,1996,Kentucky,18300000.0,3881051.0,244700000.0,471.5217605
680,1997,Kentucky,19900000.0,3907816.0,262600000.00000003,509.2358494
681,1998,Kentucky,22100000.0,3934310.0,278900000.0,561.7249276
682,1999,Kentucky,25400000.0,3960825.0,290700000.0,641.2805413
683,2000,Kentucky,29400000.0,4049021.0,309100000.0,726.1014453
685,2002,Kentucky,31800000.0,4089875.0,303000000.0,777.5298756
687,2004,Kentucky,34500000.0,4146100.9999999995,310600000.0,832.1070808
688,2005,Kentucky,34200000.0,4182742.0,342500000.0,817.6454584
689,2006,Kentucky,36600000.0,4219239.0,373900000.0,867.4550079
690,2007,Kentucky,36900000.0,4256672.0,391100000.0,866.8744033
691,2008,Kentucky,39200000.0,4289878.0,394200000.0,913.7789
692,2009,Kentucky,41300000.0,4317074.0,355500000.0,956.6664829
693,2010,Kentucky,40599999.99999999,4348464.0,357900000.0,933.663013
694,2011,Kentucky,40100000.0,4370817.0,374900000.0,917.4486143
695,2012,Kentucky,40500000.0,4387865.0,389099999.99999994,923.0001379
696,2013,Kentucky,40400000.0,4406906.0,422600000.0,916.7429485
697,2014,Kentucky,40199999.99999999,4416992.0,444000000.0,910.1216393
698,2015,Kentucky,40100000.0,4429126.0,471599999.99999994,905.3704952
699,2016,Kentucky,42900000.0,4440306.0,475100000.0,966.1496302
700,2017,Kentucky,38500000.0,4455590.0,173600000.0,864.0830956
705,1983,Louisiana,10600000.0,4395316.0,142200000.0,241.1658229
706,1984,Louisiana,12000000.0,4400477.0,149600000.0,272.6977098
707,1985,Louisiana,13000000.0,4408118.0,161800000.0,294.9104357
708,1986,Louisiana,13200000.0,4406919.0,153800000.0,299.5289907
709,1987,Louisiana,13700000.000000002,4344148.0,154600000.0,315.3667877
710,1988,Louisiana,14500000.0,4288863.0,160600000.0,338.0849423
711,1989,Louisiana,15100000.0,4252894.0,172200000.0,355.0523479
712,1990,Louisiana,16000000.0,4219179.0,183299999.99999997,379.2206967
713,1991,Louisiana,17500000.0,4240950.0,195300000.0,412.6433936
714,1992,Louisiana,19700000.0,4270849.0,199800000.0,461.2666006
715,1993,Louisiana,20500000.0,4284749.0,209600000.0,478.4410942
716,1994,Louisiana,21500000.0,4306500.0,224899999.99999997,499.2453268
717,1995,Louisiana,23900000.0,4327978.0,241900000.0,552.2209216
718,1996,Louisiana,25200000.0,4338763.0,257399999.99999997,580.8107057
719,1997,Louisiana,26800000.0,4351390.0,283800000.0,615.8951507
720,1998,Louisiana,28800000.0,4362758.0,299900000.0,660.1328792
721,1999,Louisiana,31300000.0,4372035.0,303900000.0,715.9137564
722,2000,Louisiana,31100000.0,4471885.0,319500000.0,695.4561667
724,2002,Louisiana,34100000.0,4497267.0,323000000.0,758.2382812
726,2004,Louisiana,38700000.0,4552238.0,326200000.0,850.1312981
727,2005,Louisiana,40800000.0,4576628.0,362600000.0,891.4860461
728,2006,Louisiana,119500000.0,4302665.0,411900000.0,2777.348457
729,2007,Louisiana,67500000.0,4375581.0,458100000.0,1542.652279
730,2008,Louisiana,60000000.0,4435586.0,473700000.0,1352.696126
731,2009,Louisiana,70200000.0,4491648.0,425300000.0,1562.900744
732,2010,Louisiana,64800000.00000001,4544635.0,413300000.0,1425.857082
733,2011,Louisiana,62900000.0,4576244.0,425300000.0,1374.489647
734,2012,Louisiana,59500000.0,4602067.0,452100000.0,1292.8973
735,2013,Louisiana,71500000.0,4626040.0,494300000.0,1545.598395
736,2014,Louisiana,63900000.0,4645938.0,523200000.0,1375.395022
737,2015,Louisiana,58200000.0,4666998.0,531700000.0,1247.054316
738,2016,Louisiana,64400000.00000001,4681346.0,513400000.00000006,1375.672723
739,2017,Louisiana,49700000.0,4673673.0,202300000.0,1063.403452
744,1983,Maine,2600000.0,1144772.0,34700000.0,223.3457841
745,1984,Maine,3000000.0,1155635.0,39000000.0,261.8041164
746,1985,Maine,3100000.0,1162936.0,42800000.0,265.6981984
747,1986,Maine,3600000.0,1170126.0,46300000.0,306.5054533
748,1987,Maine,3400000.0000000005,1184574.0,53500000.0,287.7658973
749,1988,Maine,4000000.0,1203840.0,59100000.0,333.6739102
750,1989,Maine,4500000.0,1219961.0,64400000.00000001,372.0774681
751,1990,Maine,5699999.999999999,1231296.0,65700000.0,464.2587972
752,1991,Maine,5699999.999999999,1235439.0,66700000.0,459.2294723
753,1992,Maine,6700000.0,1235748.0,69000000.0,541.7690338
754,1993,Maine,7700000.0,1238256.0,72600000.0,619.0077012
755,1994,Maine,7800000.0,1237687.0,77100000.0,629.2948056
756,1995,Maine,8199999.999999999,1237438.0,81500000.0,666.2556023
757,1996,Maine,8800000.0,1241436.0,85800000.0,708.6470829
758,1997,Maine,9300000.0,1245215.0,94300000.0,744.5862763
759,1998,Maine,9000000.0,1247554.0,102700000.0,724.6980892
760,1999,Maine,10300000.0,1253040.0,106900000.0,822.0008938
761,2000,Maine,10900000.0,1277072.0,115500000.0,853.5149154
763,2002,Maine,14400000.0,1295960.0,113400000.0,1111.145406
765,2004,Maine,14900000.0,1313688.0,119300000.0,1134.211472
766,2005,Maine,20400000.0,1318787.0,129800000.0,1546.876031
767,2006,Maine,13300000.0,1323619.0,140600000.0,1004.820874
768,2007,Maine,12100000.0,1327040.0,145000000.0,911.8037135
769,2008,Maine,13100000.0,1330509.0,144500000.0,984.5855984
770,2009,Maine,13899999.999999998,1329590.0,131100000.0,1045.435059
771,2010,Maine,13899999.999999998,1327651.0,131900000.0,1046.96189
772,2011,Maine,13100000.0,1328473.0,136800000.0,986.0945612
773,2012,Maine,14200000.0,1328094.0,141700000.0,1069.201427
774,2013,Maine,13300000.0,1328543.0,152800000.0,1001.09669
775,2014,Maine,13700000.000000002,1331217.0,158900000.0,1029.133492
776,2015,Maine,14700000.0,1329098.0,169000000.0,1106.013251
777,2016,Maine,20000000.0,1332348.0,171600000.0,1501.10932
778,2017,Maine,17200000.0,1335743.0,70900000.0,1287.672853
783,1983,Maryland,12600000.0,4313327.0,179300000.0,292.1178941
784,1984,Maryland,13200000.0,4365243.0,204100000.0,302.3886643
785,1985,Maryland,15000000.0,4413071.0,224100000.0,339.8993581
786,1986,Maryland,16900000.0,4486957.0,239200000.00000003,376.6472467
787,1987,Maryland,18600000.0,4565557.0,270400000.0,407.3982649
788,1988,Maryland,20000000.0,4657904.0,294500000.0,429.3776772
789,1989,Maryland,22599999.999999996,4727301.0,320800000.0,478.0740638
790,1990,Maryland,25800000.0,4797431.0,335700000.0,537.7878285
791,1991,Maryland,28800000.0,4856176.0,341800000.0,593.0592301
792,1992,Maryland,28800000.0,4902545.0,348900000.0,587.4499877
793,1993,Maryland,29400000.0,4942504.0,374300000.0,594.8401863
794,1994,Maryland,31500000.0,4985411.0,401000000.0,631.8435932
795,1995,Maryland,34300000.0,5023650.0,422500000.0,682.7704956
796,1996,Maryland,35100000.0,5057142.0,444200000.0,694.0679142
797,1997,Maryland,36500000.0,5092914.0,482800000.0,716.682041
798,1998,Maryland,39200000.0,5130072.0,516599999.99999994,764.1218291
799,1999,Maryland,42300000.00000001,5171634.0,540500000.0,817.9233101
800,2000,Maryland,46800000.0,5311034.0,598200000.0,881.1843419
802,2002,Maryland,53700000.0,5440389.0,602200000.0,987.0617708
804,2004,Maryland,60100000.0,5546935.0,645800000.0,1083.481238
805,2005,Maryland,62600000.0,5592379.0,718700000.0,1119.3805
806,2006,Maryland,64600000.0,5627367.0,788700000.0,1147.961382
807,2007,Maryland,68200000.0,5653408.0,822700000.0,1206.351992
808,2008,Maryland,71900000.0,5684965.0,822700000.0,1264.739537
809,2009,Maryland,76800000.0,5730388.0,750400000.0000001,1340.223385
810,2010,Maryland,77500000.0,5788784.0,761000000.0,1338.795851
811,2011,Maryland,77900000.0,5840241.0,801800000.0000001,1333.849065
812,2012,Maryland,78400000.0,5888375.0,842300000.0,1331.436941
813,2013,Maryland,82100000.00000001,5925197.0,914100000.0,1385.607938
814,2014,Maryland,82400000.0,5960064.0,955500000.0,1382.53549
815,2015,Maryland,86199999.99999999,5988528.0,1015100000.0,1439.418835
816,2016,Maryland,89500000.0,6007014.0,1030500000.0,1489.924944
817,2017,Maryland,81300000.00000001,6028186.0,380500000.0,1348.664424
822,1983,Massachusetts,18500000.0,5799407.0,247500000.0,318.9981321
823,1984,Massachusetts,20600000.0,5840773.0,278500000.0,352.6930425
824,1985,Massachusetts,23200000.0,5880733.0,311800000.0,394.5086437
825,1986,Massachusetts,25600000.0,5902678.0,342200000.0,433.7014487
826,1987,Massachusetts,28000000.0,5935204.0,384900000.0,471.761375
827,1988,Massachusetts,31200000.0,5979982.0,406200000.0,521.7407009
828,1989,Massachusetts,34500000.0,6015478.0,431200000.0,573.5205083
829,1990,Massachusetts,37000000.0,6018664.0,433000000.0,614.7543707
830,1991,Massachusetts,37500000.0,5998652.0,438300000.0,625.1404482
831,1992,Massachusetts,36100000.0,5993474.0,450200000.00000006,602.321792
832,1993,Massachusetts,37700000.0,6010884.0,478500000.0,627.1956005
833,1994,Massachusetts,40000000.0,6031352.0,518100000.0,663.2012192
834,1995,Massachusetts,44000000.0,6062335.0,556300000.0,725.7929494
835,1996,Massachusetts,46800000.0,6085393.0,602000000.0,769.0546855
836,1997,Massachusetts,49800000.00000001,6115476.0,653400000.0,814.3274538
837,1998,Massachusetts,50599999.99999999,6144407.0,718600000.0,823.5131559
838,1999,Massachusetts,52200000.0,6175169.0,768000000.0,845.3209945
839,2000,Massachusetts,54200000.0,6361104.0,887700000.0,852.0533543
841,2002,Massachusetts,62800000.0,6417206.0,797400000.0,978.6190439
843,2004,Massachusetts,58900000.0,6412281.0,827300000.0,918.5498889
844,2005,Massachusetts,59700000.0,6403290.0,918000000.0,932.3332225
845,2006,Massachusetts,65400000.0,6410084.0,1000200000.0,1020.267441
846,2007,Massachusetts,70200000.0,6431559.0,1068900000.0,1091.492747
847,2008,Massachusetts,73000000.0,6468967.0,1071000000.0,1128.46456
848,2009,Massachusetts,74500000.0,6517613.0,934800000.0,1143.056515
849,2010,Massachusetts,73500000.0,6566440.0,957700000.0,1119.327977
850,2011,Massachusetts,73600000.0,6614218.0,1035000000.0,1112.754372
851,2012,Massachusetts,73200000.0,6664269.0,1080000000.0,1098.395038
852,2013,Massachusetts,76300000.0,6715158.0,1206100000.0,1136.235365
853,2014,Massachusetts,78400000.0,6764864.0,1294199999.9999998,1158.929433
854,2015,Massachusetts,80399999.99999999,6797484.0,1388600000.0000002,1182.790574
855,2016,Massachusetts,85500000.0,6827280.0,1404900000.0,1252.328892
856,2017,Massachusetts,78700000.0,6863560.0,450600000.0,1146.635274
861,1983,Michigan,29200000.0,9047754.0,341700000.0,322.7320283
862,1984,Michigan,30700000.0,9049452.0,391200000.0,339.2470616
863,1985,Michigan,33500000.0,9076293.0,433400000.00000006,369.0934173
864,1986,Michigan,36500000.0,9127775.0,454400000.0,399.8783931
865,1987,Michigan,38800000.0,9187481.0,487500000.0,422.3137985
866,1988,Michigan,42800000.0,9217998.0,514200000.0,464.3090615
867,1989,Michigan,47300000.00000001,9253295.0,552200000.0,511.1692646
868,1990,Michigan,49800000.00000001,9310462.0,569100000.0,534.8821573
869,1991,Michigan,52699999.99999999,9395022.0,580700000.0,560.9353549
870,1992,Michigan,56200000.0,9470323.0,594900000.0,593.4327689
871,1993,Michigan,55900000.0,9529240.0,647000000.0,586.6155118
872,1994,Michigan,62300000.00000001,9584481.0,719400000.0,650.0091137
873,1995,Michigan,66400000.0,9659871.0,752099999.9999999,687.3797797
874,1996,Michigan,69400000.0,9739184.0,796500000.0,712.5853665
875,1997,Michigan,75300000.0,9785450.0,848500000.0,769.5098335
876,1998,Michigan,79200000.0,9820231.0,909400000.0,806.49834
877,1999,Michigan,83699999.99999999,9863775.0,953800000.0,848.5595018
878,2000,Michigan,91700000.0,9952450.0,1013000000.0,921.3811675
880,2002,Michigan,106000000.0,10015710.0,925500000.0,1058.337352
882,2004,Michigan,114100000.0,10055315.0,939000000.0,1134.723278
883,2005,Michigan,97100000.00000001,10051137.0,1021300000.0,966.0598597
884,2006,Michigan,96199999.99999999,10036081.0,1061600000.0,958.5414865
885,2007,Michigan,93800000.00000001,10001284.0,1091000000.0,937.8795763
886,2008,Michigan,98500000.0,9946889.0,1072900000.0000001,990.2593665
887,2009,Michigan,98900000.0,9901591.0,924100000.0,998.82938
888,2010,Michigan,98300000.0,9877597.0,923000000.0,995.1813179
889,2011,Michigan,96900000.0,9883053.0,967600000.0,980.4662588
890,2012,Michigan,99700000.0,9898289.0,1010600000.0,1007.244787
891,2013,Michigan,107200000.0,9914802.0,1102500000.0,1081.211708
892,2014,Michigan,105600000.0,9932033.0,1152100000.0,1063.226431
893,2015,Michigan,109200000.0,9934483.0,1227600000.0,1099.201639
894,2016,Michigan,114600000.00000001,9954117.0,1248900000.0,1151.282429
895,2017,Michigan,102000000.0,9976752.0,419700000.0,1022.376822
900,1983,Minnesota,11399999.999999998,4141456.0,162399999.99999997,275.2655105
901,1984,Minnesota,12600000.0,4157706.0,183800000.0,303.0517309
902,1985,Minnesota,13899999.999999998,4184301.9999999995,198299999.99999997,332.1939956
903,1986,Minnesota,15300000.0,4205212.0,204700000.0,363.8342134
904,1987,Minnesota,15600000.0,4235136.0,229300000.0,368.347085
905,1988,Minnesota,17300000.0,4296166.0,248100000.0,402.6846262
906,1989,Minnesota,19300000.0,4338057.0,267800000.0,444.8996406
907,1990,Minnesota,20200000.0,4387283.0,282100000.0,460.4216322
908,1991,Minnesota,22700000.0,4427429.0,293200000.0,512.7129086
909,1992,Minnesota,25900000.0,4471503.0,310600000.0,579.2235854
910,1993,Minnesota,26500000.0,4521709.0,334200000.0,586.0615975
911,1994,Minnesota,28300000.0,4566028.0,357600000.0,619.79471
912,1995,Minnesota,29500000.0,4605445.0,388800000.0,640.5461361
913,1996,Minnesota,31500000.0,4647723.0,421300000.0,677.7512343
914,1997,Minnesota,33700000.0,4687726.0,454099999.99999994,718.8986728
915,1998,Minnesota,40500000.0,4726411.0,490100000.0,856.8869698
916,1999,Minnesota,44400000.00000001,4775508.0,515600000.0,929.7440189
917,2000,Minnesota,47100000.0,4933692.0,560800000.0,954.6603233
919,2002,Minnesota,54300000.0,5018935.0,542400000.0,1081.902834
921,2004,Minnesota,53600000.0,5087713.0,558300000.0,1053.518546
922,2005,Minnesota,53700000.0,5119598.0,620800000.0,1048.910481
923,2006,Minnesota,52300000.00000001,5163555.0,669100000.0,1012.868072
924,2007,Minnesota,54000000.0,5207203.0,708100000.0,1037.025059
925,2008,Minnesota,57500000.0,5247018.0,715900000.0,1095.860544
926,2009,Minnesota,60500000.0,5281203.0,635400000.0,1145.572325
927,2010,Minnesota,60000000.0,5310934.0,644900000.0,1129.744787
928,2011,Minnesota,60199999.99999999,5346620.0,692200000.0,1125.94499
929,2012,Minnesota,59200000.0,5377500.0,734700000.0,1100.88331
930,2013,Minnesota,59900000.0,5414722.0,824300000.0000001,1106.243312
931,2014,Minnesota,63900000.0,5452665.0,857900000.0000001,1171.904014
932,2015,Minnesota,66400000.0,5484002.0,917099999.9999999,1210.794599
933,2016,Minnesota,70900000.0,5525360.0,930699999.9999999,1283.174309
934,2017,Minnesota,65500000.0,5569283.0,347400000.0,1176.093942
939,1983,Mississippi,4099999.9999999995,2567717.0,58500000.0,160.4070854
940,1984,Mississippi,4700000.0,2578051.0,65300000.0,183.2857457
941,1985,Mississippi,5100000.0,2588102.0,69900000.0,196.18624
942,1986,Mississippi,5300000.0,2593597.0,71800000.0,205.860818
943,1987,Mississippi,5400000.0,2588545.0,76600000.0,209.5424263
944,1988,Mississippi,5900000.0,2580352.0,82000000.0,226.8178915
945,1989,Mississippi,6600000.0,2574269.0,89300000.0,255.0704685
946,1990,Mississippi,7400000.0,2577426.0,94000000.0,287.9423114
947,1991,Mississippi,8199999.999999999,2591230.0,98300000.0,316.3632715
948,1992,Mississippi,8900000.0,2610193.0,102300000.0,340.1357677
949,1993,Mississippi,8800000.0,2635574.0,113900000.0,332.5347723
950,1994,Mississippi,9900000.0,2663450.0,126800000.0,372.1263774
951,1995,Mississippi,11200000.000000002,2690788.0,137000000.0,416.2349468
952,1996,Mississippi,12300000.0,2709925.0,145700000.0,453.8871002
953,1997,Mississippi,13300000.0,2731826.0,154100000.0,486.8538479
954,1998,Mississippi,14300000.0,2751335.0,164600000.0,519.7476861
955,1999,Mississippi,16299999.999999998,2768619.0,172399999.99999997,588.7411738
956,2000,Mississippi,16900000.0,2848353.0,180100000.00000003,593.3253357
958,2002,Mississippi,19800000.0,2858681.0,176200000.0,692.6271242
960,2004,Mississippi,20900000.0,2889010.0,182000000.0,723.43121
961,2005,Mississippi,20400000.0,2905943.0,200000000.0,702.0096402
962,2006,Mississippi,54500000.0,2904978.0,224300000.0,1876.089939
963,2007,Mississippi,32900000.0,2928350.0,237399999.99999997,1123.499582
964,2008,Mississippi,27300000.0,2947806.0,241900000.0,926.1125054
